time,voltage,current,soc
0,4.135,0,0.95
2,4.135,0,0.95
4,4.135,0,0.95
6,4.135,0,0.95
8,4.135,0,0.95
9.99999999999989,4.135,0,0.95
10,4.30508,20,0.95
10.0000000000001,4.30508,20,0.95
12.0000000000001,4.30520222222222,20,0.950111111111111
14.0000000000001,4.30532444444444,20,0.950222222222222
16.0000000000001,4.30544666666667,20,0.950333333333333
18.0000000000001,4.30556888888889,20,0.950444444444444
20.0000000000001,4.30569111111111,20,0.950555555555555
22.0000000000001,4.30581333333333,20,0.950666666666667
24.0000000000001,4.30593555555555,20,0.950777777777778
26.0000000000001,4.30605777777778,20,0.950888888888889
28.0000000000001,4.30618,20,0.951
30.0000000000001,4.30630222222222,20,0.951111111111111
32.0000000000001,4.30642444444444,20,0.951222222222222
34.0000000000001,4.30654666666667,20,0.951333333333333
36.0000000000001,4.30666888888889,20,0.951444444444444
38.0000000000001,4.30679111111111,20,0.951555555555555
40.0000000000001,4.30691333333333,20,0.951666666666667
42.0000000000001,4.30703555555555,20,0.951777777777778
44.0000000000001,4.30715777777778,20,0.951888888888889
46.0000000000001,4.30728,20,0.952
48.0000000000001,4.30740222222222,20,0.952111111111111
50.0000000000001,4.30752444444444,20,0.952222222222222
52.0000000000001,4.30764666666667,20,0.952333333333333
54.0000000000001,4.30776888888889,20,0.952444444444444
56.0000000000001,4.30789111111111,20,0.952555555555555
58.0000000000001,4.30801333333333,20,0.952666666666667
60.0000000000001,4.30813555555556,20,0.952777777777778
62.0000000000001,4.30825777777778,20,0.952888888888889
64.0000000000001,4.30838,20,0.953
66.0000000000001,4.30850222222222,20,0.953111111111111
68.0000000000001,4.30862444444444,20,0.953222222222222
70.0000000000001,4.30874666666667,20,0.953333333333333
72.0000000000001,4.30886888888889,20,0.953444444444444
74.0000000000001,4.30899111111111,20,0.953555555555555
76.0000000000001,4.30911333333333,20,0.953666666666667
78.0000000000001,4.30923555555556,20,0.953777777777778
80.0000000000001,4.30935777777778,20,0.953888888888889
82.0000000000001,4.30948,20,0.954
84.0000000000001,4.30960222222222,20,0.954111111111111
86.0000000000001,4.30972444444444,20,0.954222222222222
88.0000000000001,4.30984666666667,20,0.954333333333333
90.0000000000001,4.30996888888889,20,0.954444444444444
92.0000000000001,4.31009111111111,20,0.954555555555555
94.0000000000001,4.31021333333333,20,0.954666666666667
96.0000000000001,4.31033555555556,20,0.954777777777778
98.0000000000001,4.31045777777778,20,0.954888888888889
100,4.31058,20,0.955
